x,y,class
0.12333333333333334,0.2733333333333334,0
0.09000000000000001,0.3116666666666667,0
0.09333333333333332,0.425,1
0.056666666666666664,0.4316666666666667,1
0.03333333333333333,0.455,1
0.043333333333333335,0.48833333333333334,1
0.07333333333333333,0.465,1
0.09000000000000001,0.445,1
0.13,0.44,1
0.16,0.4516666666666667,1
0.12000000000000001,0.46666666666666673,1
0.16666666666666666,0.4716666666666666,1
0.19666666666666668,0.48666666666666675,1
0.12666666666666665,0.49166666666666664,1
0.09000000000000001,0.48500000000000004,1
0.09000000000000001,0.5033333333333334,1
0.08333333333333333,0.5216666666666667,1
0.11666666666666667,0.5316666666666667,1
0.13333333333333333,0.5133333333333332,1
0.16666666666666666,0.5,1
0.11333333333333333,0.565,1
0.16,0.5316666666666667,1
0.2033333333333333,0.5183333333333333,1
0.24666666666666667,0.5183333333333333,1
0.23,0.5366666666666666,1
0.19666666666666668,0.55,1
0.16,0.5533333333333335,1
0.16,0.5916666666666668,1
0.19,0.575,1
0.21666666666666667,0.565,1
0.26333333333333336,0.5466666666666666,1
0.18000000000000002,0.6066666666666667,1
0.23,0.5983333333333334,1
0.2533333333333333,0.5816666666666666,1
0.26666666666666666,0.5633333333333332,1
0.2966666666666667,0.5366666666666666,1
0.31,0.5616666666666668,1
0.3233333333333333,0.585,1
0.2866666666666667,0.5983333333333334,1
0.22333333333333333,0.6233333333333333,1
0.24666666666666667,0.6566666666666667,1
0.29333333333333333,0.635,1
0.2833333333333333,0.6200000000000001,1
0.32,0.6116666666666668,1
0.35,0.5916666666666668,1
0.38333333333333336,0.5816666666666666,1
0.35333333333333333,0.5583333333333333,1
0.4033333333333333,0.5483333333333333,1
0.43333333333333335,0.5700000000000001,1
0.4033333333333333,0.5933333333333333,1
0.3733333333333333,0.6066666666666667,1
0.36333333333333334,0.6283333333333334,1
0.33666666666666667,0.6483333333333334,1
0.30333333333333334,0.665,1
0.33,0.685,1
0.38999999999999996,0.7066666666666666,1
0.3733333333333333,0.69,1
0.3766666666666667,0.6666666666666667,1
0.39666666666666667,0.6399999999999999,1
0.4166666666666667,0.6533333333333333,1
0.4066666666666666,0.6183333333333334,1
0.44,0.6116666666666668,1
0.44333333333333336,0.5900000000000001,1
0.48666666666666664,0.5883333333333334,1
0.5233333333333333,0.5900000000000001,1
0.4766666666666667,0.6066666666666667,1
0.5066666666666666,0.6100000000000001,1
0.44666666666666666,0.625,1
0.48666666666666664,0.625,1
0.44666666666666666,0.6399999999999999,1
0.48666666666666664,0.645,1
0.45,0.6566666666666667,1
0.49333333333333335,0.6600000000000001,1
0.43666666666666665,0.675,1
0.49,0.6733333333333333,1
0.4533333333333333,0.7016666666666667,1
0.4966666666666667,0.6966666666666668,1
0.45666666666666667,0.7183333333333333,1
0.5066666666666666,0.7133333333333334,1
0.5700000000000001,0.7116666666666667,1
0.5466666666666666,0.6833333333333333,1
0.5266666666666667,0.6633333333333333,1
0.5366666666666667,0.6499999999999999,1
0.52,0.6333333333333333,1
0.5333333333333333,0.6183333333333334,1
0.56,0.5966666666666667,1
0.5766666666666667,0.6083333333333334,1
0.5933333333333334,0.6299999999999999,1
0.56,0.6299999999999999,1
0.5766666666666667,0.645,1
0.5633333333333332,0.665,1
0.59,0.6883333333333335,1
0.64,0.69,1
0.61,0.6666666666666667,1
0.6799999999999999,0.6666666666666667,1
0.6333333333333333,0.645,1
0.7166666666666667,0.6466666666666667,1
0.6966666666666667,0.6266666666666667,1
0.6566666666666666,0.6299999999999999,1
0.6266666666666667,0.6133333333333333,1
0.6766666666666666,0.6100000000000001,1
0.6566666666666666,0.595,1
0.6033333333333334,0.5916666666666668,1
0.62,0.5766666666666667,1
0.61,0.5616666666666668,1
0.5666666666666667,0.5733333333333333,1
0.7766666666666667,0.6183333333333334,1
0.74,0.6116666666666668,1
0.6933333333333334,0.5916666666666668,1
0.6666666666666666,0.5683333333333334,1
0.7966666666666666,0.5916666666666668,1
0.75,0.5866666666666667,1
0.7066666666666667,0.5700000000000001,1
0.7433333333333334,0.5666666666666667,1
0.7933333333333333,0.5716666666666665,1
0.84,0.5700000000000001,1
0.7866666666666667,0.5516666666666667,1
0.7366666666666667,0.5516666666666667,1
0.6866666666666668,0.5533333333333335,1
0.66,0.5416666666666667,1
0.6966666666666667,0.5333333333333334,1
0.87,0.5366666666666666,1
0.8333333333333334,0.5416666666666667,1
0.7933333333333333,0.5316666666666667,1
0.7466666666666666,0.5249999999999999,1
0.7233333333333333,0.5049999999999999,1
0.76,0.49166666666666664,1
0.7799999999999999,0.5133333333333332,1
0.8200000000000001,0.5183333333333333,1
0.8633333333333333,0.5149999999999999,1
0.8366666666666667,0.5016666666666667,1
0.8033333333333333,0.49166666666666664,1
0.7833333333333333,0.4633333333333333,1
0.8166666666666667,0.4716666666666666,1
0.8533333333333334,0.48333333333333334,1
0.9033333333333334,0.5,1
0.9066666666666666,0.4799999999999999,1
0.8633333333333333,0.46666666666666673,1
0.8333333333333334,0.4583333333333333,1
0.8133333333333332,0.4383333333333333,1
0.8466666666666666,0.4216666666666666,1
0.8666666666666667,0.4433333333333334,1
0.9033333333333334,0.46,1
0.9366666666666668,0.4583333333333333,1
0.9466666666666667,0.4316666666666667,1
0.94,0.4133333333333333,1
0.9,0.44,1
0.89,0.4166666666666667,1
0.8866666666666667,0.39999999999999997,1
0.48666666666666664,0.5616666666666668,1
0.53,0.5549999999999999,1
0.5133333333333333,0.5316666666666667,1
0.45,0.5366666666666666,1
0.35,0.5216666666666667,1
0.41000000000000003,0.51,0
0.4666666666666667,0.51,0
0.5066666666666666,0.49333333333333335,0
0.5700000000000001,0.5133333333333332,0
0.6233333333333333,0.5166666666666666,0
0.5533333333333333,0.48500000000000004,0
0.5266666666666667,0.4799999999999999,0
0.4766666666666667,0.47500000000000003,0
0.44666666666666666,0.48999999999999994,0
0.3466666666666667,0.49666666666666665,1
0.41333333333333333,0.4683333333333333,0
0.45,0.4533333333333334,0
0.41000000000000003,0.45,0
0.3766666666666667,0.46,0
0.31,0.4483333333333333,0
0.2733333333333333,0.4183333333333334,0
0.35666666666666663,0.44,0
0.49333333333333335,0.4466666666666666,0
0.5166666666666667,0.4633333333333333,0
0.5666666666666667,0.4566666666666666,0
0.62,0.46666666666666673,0
0.6466666666666666,0.435,0
0.5866666666666667,0.435,0
0.5366666666666667,0.4366666666666667,0
0.5066666666666666,0.4283333333333334,0
0.45666666666666667,0.4333333333333333,0
0.41333333333333333,0.425,0
0.38,0.4200000000000001,0
0.33999999999999997,0.415,0
0.30333333333333334,0.3950000000000001,0
0.36666666666666664,0.39999999999999997,0
0.4066666666666666,0.3983333333333334,0
0.43333333333333335,0.4133333333333333,0
0.45,0.40166666666666667,0
0.48666666666666664,0.4083333333333334,0
0.5533333333333333,0.4200000000000001,0
0.5933333333333334,0.4100000000000001,0
0.6366666666666667,0.4116666666666667,0
0.69,0.39666666666666667,0
0.53,0.3983333333333334,0
0.26333333333333336,0.38666666666666677,0
0.25,0.35833333333333334,0
0.26,0.335,0
0.30333333333333334,0.3116666666666667,0
0.35,0.3083333333333333,0
0.43333333333333335,0.27999999999999997,0
0.4966666666666667,0.27999999999999997,0
0.5566666666666666,0.2883333333333333,0
0.6166666666666667,0.2933333333333334,0
0.6633333333333333,0.3166666666666667,0
0.7033333333333334,0.3466666666666666,0
0.66,0.36833333333333335,0
0.6133333333333333,0.38333333333333336,0
0.5700000000000001,0.39333333333333337,0
0.5866666666666667,0.37333333333333335,0
0.6133333333333333,0.3549999999999999,0
0.6366666666666667,0.3316666666666666,0
0.6033333333333334,0.3133333333333333,0
0.5866666666666667,0.34,0
0.5433333333333333,0.3216666666666666,0
0.5366666666666667,0.34,0
0.5566666666666666,0.36000000000000004,0
0.5266666666666667,0.35666666666666663,0
0.5366666666666667,0.37666666666666665,0
0.48666666666666664,0.38666666666666677,0
0.5033333333333333,0.37166666666666665,0
0.45666666666666667,0.38500000000000006,0
0.4166666666666667,0.37833333333333335,0
0.37,0.38333333333333336,0
0.31,0.36333333333333334,0
0.3333333333333333,0.34833333333333333,0
0.37,0.33,0
0.37,0.35833333333333334,0
0.41333333333333333,0.36000000000000004,0
0.4533333333333333,0.36499999999999994,0
0.49333333333333335,0.35833333333333334,0
0.44333333333333336,0.35166666666666674,0
0.41000000000000003,0.34,0
0.43333333333333335,0.33,0
0.44,0.3133333333333333,0
0.5133333333333333,0.3116666666666667,0
0.5,0.3266666666666667,0
0.5,0.34500000000000003,0
0.47,0.3383333333333333,0
0.46,0.2950000000000001,0
0.41000000000000003,0.3033333333333334,0
